date,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,year,month,day
2016-05-09,2057.55,2064.15,2054.31,2058.69,15255,2016,5,9
2016-05-10,2062.63,2084.87,2062.63,2084.39,13919,2016,5,10
2016-05-11,2083.29,2083.29,2064.46,2064.46,14683,2016,5,11
2016-05-12,2067.17,2073.99,2053.13,2064.11,15941,2016,5,12
2016-05-13,2062.5,2066.79,2043.13,2046.61,15924,2016,5,13
2016-05-16,2046.53,2071.88,2046.53,2066.66,14591,2016,5,16
2016-05-17,2065.04,2065.69,2040.82,2047.21,16106,2016,5,17
2016-05-18,2044.38,2060.61,2034.49,2047.63,16969,2016,5,18
2016-05-19,2042.36,2043.2,2025.91,2040.04,16486,2016,5,19
2016-05-20,2041.88,2058.35,2041.88,2052.32,13870,2016,5,20
2016-05-23,2052.23,2055.58,2047.26,2048.04,13872,2016,5,23
2016-05-24,2054.52,2079.67,2054.52,2076.06,13516,2016,5,24
2016-05-25,2078.93,2094.73,2078.93,2090.54,13919,2016,5,25
2016-05-26,2091.68,2094.3,2087.08,2090.1,13040,2016,5,26
2016-05-27,2090.06,2099.06,2090.06,2099.06,12596,2016,5,27
2016-05-31,2100.13,2103.48,2088.66,2096.96,14011,2016,5,31
2016-06-01,2093.94,2100.97,2085.1,2099.33,14359,2016,6,1
2016-06-02,2097.71,2105.26,2088.59,2105.26,13515,2016,6,2
2016-06-03,2104.07,2104.07,2085.36,2099.13,14451,2016,6,3
2016-06-06,2101.7,2113.36,2101.56,2109.41,13690,2016,6,6
2016-06-07,2110.18,2119.22,2110.18,2112.13,12764,2016,6,7
2016-06-08,2112.71,2120.55,2112.71,2119.12,12525,2016,6,8
2016-06-09,2115.65,2117.64,2107.73,2115.48,13032,2016,6,9
2016-06-10,2109.57,2109.57,2089.96,2096.07,14252,2016,6,10
2016-06-13,2091.75,2098.12,2078.46,2079.06,15346,2016,6,13
2016-06-14,2076.65,2081.3,2064.1,2075.32,15542,2016,6,14
2016-06-15,2078.69,2085.65,2069.8,2071.5,13999,2016,6,15
2016-06-16,2064.84,2079.62,2050.37,2077.99,16078,2016,6,16
2016-06-17,2078.2,2078.2,2062.84,2071.22,15112,2016,6,17
2016-06-20,2075.58,2100.66,2075.58,2083.25,14293,2016,6,20
2016-06-21,2085.19,2093.66,2083.02,2088.9,14147,2016,6,21
2016-06-22,2089.75,2099.71,2084.36,2085.45,14577,2016,6,22
2016-06-23,2092.8,2113.32,2092.8,2113.32,13318,2016,6,23
2016-06-24,2095.92,2095.92,2032.57,2037.41,18369,2016,6,24
2016-06-27,2031.45,2031.45,1991.68,2000.54,18041,2016,6,27
2016-06-28,2006.67,2036.09,2006.67,2036.09,16471,2016,6,28
2016-06-29,2042.69,2073.13,2042.69,2070.77,15359,2016,6,29
2016-06-30,2073.17,2098.94,2070.0,2098.86,16499,2016,6,30
2016-07-01,2099.34,2108.71,2097.9,2102.95,14456,2016,7,1
2016-07-05,2095.05,2095.05,2080.86,2088.55,14823,2016,7,5
2016-07-06,2084.43,2100.72,2074.02,2099.73,15765,2016,7,6
2016-07-07,2100.42,2109.08,2089.39,2097.9,15688,2016,7,7
2016-07-08,2106.97,2131.71,2106.97,2129.9,13921,2016,7,8
2016-07-11,2131.72,2143.16,2131.72,2137.16,13182,2016,7,11
2016-07-12,2139.5,2155.4,2139.5,2152.14,13768,2016,7,12
2016-07-13,2153.81,2156.45,2146.21,2152.43,13987,2016,7,13
2016-07-14,2157.88,2168.99,2157.88,2163.75,13672,2016,7,14
2016-07-15,2165.13,2169.05,2155.79,2161.74,13119,2016,7,15
2016-07-18,2162.04,2168.35,2159.63,2166.89,12172,2016,7,18
2016-07-19,2163.79,2164.63,2159.01,2163.78,12821,2016,7,19
2016-07-20,2166.1,2175.63,2164.89,2173.02,12520,2016,7,20
2016-07-21,2173.12,2174.56,2159.75,2165.17,13493,2016,7,21
2016-07-22,2166.47,2175.11,2163.24,2175.03,12266,2016,7,22
2016-07-25,2173.36,2173.54,2161.95,2168.48,12706,2016,7,25
2016-07-26,2168.97,2173.54,2160.18,2169.18,12971,2016,7,26
2016-07-27,2169.81,2174.98,2159.13,2166.58,15206,2016,7,27
2016-07-28,2165.41,2172.85,2159.74,2170.06,14284,2016,7,28
2016-07-29,2168.83,2177.09,2163.49,2173.6,13963,2016,7,29
2016-08-01,2173.15,2178.29,2166.21,2170.84,14220,2016,8,1
2016-08-02,2169.94,2170.2,2147.58,2157.03,15240,2016,8,2
2016-08-03,2156.81,2163.79,2152.56,2163.79,13636,2016,8,3
2016-08-04,2163.86,2168.19,2159.07,2164.25,12599,2016,8,4
2016-08-05,2168.79,2182.87,2168.79,2182.87,12423,2016,8,5
2016-08-08,2183.76,2185.44,2177.85,2180.89,11559,2016,8,8
2016-08-09,2182.24,2187.66,2178.61,2181.74,12048,2016,8,9
2016-08-10,2182.81,2183.41,2172.0,2175.49,12251,2016,8,10
2016-08-11,2177.97,2188.45,2177.97,2185.79,11738,2016,8,11
2016-08-12,2183.74,2186.28,2180.12,2184.05,8948,2016,8,12
2016-08-15,2186.14,2193.81,2186.14,2190.15,10459,2016,8,15
2016-08-16,2186.01,2186.04,2178.14,2178.15,12031,2016,8,16
2016-08-17,2177.84,2183.08,2168.5,2182.22,13551,2016,8,17
2016-08-18,2181.86,2187.03,2180.46,2187.02,11960,2016,8,18
2016-08-19,2184.08,2185.0,2175.13,2183.87,12329,2016,8,19
2016-08-22,2181.58,2185.15,2175.96,2182.64,12242,2016,8,22
2016-08-23,2187.81,2193.42,2186.86,2186.9,11355,2016,8,23
2016-08-24,2185.09,2186.66,2171.25,2175.44,12520,2016,8,24
2016-08-25,2173.01,2179.0,2169.74,2172.47,13325,2016,8,25
2016-08-26,2175.1,2187.94,2160.39,2169.04,14940,2016,8,26
2016-08-29,2170.19,2183.48,2170.19,2180.38,11689,2016,8,29
2016-08-30,2179.45,2182.27,2170.41,2176.12,11981,2016,8,30
2016-08-31,2173.56,2173.79,2161.36,2170.95,12571,2016,8,31
2016-09-01,2171.33,2173.56,2157.09,2170.86,12832,2016,9,1
2016-09-02,2178.0,2184.87,2173.59,2179.98,12405,2016,9,2
2016-09-06,2181.61,2186.56,2175.1,2186.48,12407,2016,9,6
2016-09-07,2185.17,2187.87,2179.07,2186.16,13004,2016,9,7
2016-09-08,2182.76,2184.94,2177.49,2181.3,13244,2016,9,8
2016-09-09,2168.57,2168.57,2127.81,2127.81,14448,2016,9,9
2016-09-12,2120.16,2163.3,2119.12,2159.04,14716,2016,9,12
2016-09-13,2150.47,2150.47,2120.27,2127.02,16511,2016,9,13
2016-09-14,2127.86,2141.32,2119.9,2125.77,16309,2016,9,14
2016-09-15,2125.07,2151.31,2122.36,2147.26,14990,2016,9,15
2016-09-16,2146.44,2146.44,2131.2,2139.16,14728,2016,9,16
2016-09-19,2143.99,2153.61,2135.91,2139.12,14024,2016,9,19
2016-09-20,2146.12,2150.8,2139.17,2139.76,13775,2016,9,20
